Vakances Nr,Aktualizācijas datums,Iestādes reģistrācijas numurs,Vakances nosaukums,Vakances kategorija,Alga no,Alga līdz,Slodzes tips,Darba laika veids,Darba stundas nedēļā,Pieteikšanās termiņš,Attēls,Vieta,Vakances paplašināts apraksts
220502-273,2022-05-02,90000029912,SABIEDRISKO ATTIECĪBU SPECIĀLISTS,Valsts pārvalde,835.000,1050.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-16,"","Palasta iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/321073660
220406-186,2022-04-12,41503029600,ĀRSTS,Veselības aprūpe / Sociālā aprūpe,1370.000,1370.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/319242044
210706-241,2022-04-12,41503029600,ONKOLOĢIJAS GINEKOLOGS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299556531
210706-259,2022-04-12,41503029600,NEIROLOGS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299557647
210706-253,2022-04-12,41503029600,RADIOLOGS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299557343
210706-248,2022-04-12,41503029600,ARODVESELĪBAS UN ARODSLIMĪBU ĀRSTS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299556924
210706-239,2022-04-12,41503029600,OFTALMOLOGS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299556374
220323-72,2022-04-12,41503029600,ĀRSTS,Veselības aprūpe / Sociālā aprūpe,1370.000,1370.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/318223418
210706-232,2022-04-12,41503029600,"MUTES, SEJAS UN ŽOKĻU ĶIRURGS",Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299555929
210706-231,2022-04-12,41503029600,ASINSVADU ĶIRURGS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299555805
220421-312,2022-04-21,41503029600,JURISTS,Veselības aprūpe / Sociālā aprūpe,1050.000,1645.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-20,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/320246947
210706-252,2022-04-12,41503029600,ĶIRURGS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299557257
210706-247,2022-04-12,41503029600,FIZIKĀLĀS UN REHABILITĀCIJAS MEDICĪNAS ĀRSTS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299556866
220318-214,2022-04-12,41503029600,ĀRSTS,Veselības aprūpe / Sociālā aprūpe,1370.000,1370.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/317988859
210706-250,2022-04-12,41503029600,OTOLARINGOLOGS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299557184
210706-237,2022-04-12,41503029600,REIMATOLOGS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299556229
210706-244,2022-04-12,41503029600,"ANESTEZIOLOGS, REANIMATOLOGS",Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299556721
210706-249,2022-04-12,41503029600,NARKOLOGS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299557101
210706-255,2022-04-12,41503029600,NEIROĶIRURGS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299557426
210706-242,2022-04-12,41503029600,"GINEKOLOGS, DZEMDĪBU SPECIĀLISTS",Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299556581
210706-256,2022-04-12,41503029600,"TRAUMATOLOGS, ORTOPĒDS",Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299557511
210706-243,2022-04-12,41503029600,ONKOLOGS ĶĪMIJTERAPEITS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299556651
210706-240,2022-04-12,41503029600,HEMATOLOGS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299556463
210706-245,2022-04-12,41503029600,GASTROENTEROLOGS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299556786
210706-234,2022-04-12,41503029600,NEFROLOGS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299556107
210706-227,2022-04-12,41503029600,ERGOTERAPEITS,Veselības aprūpe / Sociālā aprūpe,985.000,985.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299555135
210706-258,2022-04-12,41503029600,BĒRNU ĶIRURGS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299557577
210706-233,2022-04-12,41503029600,NEONATOLOGS,Veselības aprūpe / Sociālā aprūpe,1500.000,3000.000,Viena vesela slodze,"","",2022-05-17,"","Vasarnīcu iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/299556034
220331-19,2022-04-25,40003052790,PASTA OPERATORS,Pakalpojumi,650.000,700.000,Viena vesela slodze,Summētais darba laiks,40,2022-05-26,"","Tilta iela 11 k-3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/318742612
210111-74,2022-03-16,50103807561,KARDIOLOGS,Veselības aprūpe / Sociālā aprūpe,2000.000,2000.000,Viena vesela slodze,"","",2022-05-08,"","Spulgas iela 21, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/257350831
210111-3,2021-11-29,50103807561,AUDIOLOGOPĒDS,Veselības aprūpe / Sociālā aprūpe,1045.000,1045.000,Viena vesela slodze,"","",2022-05-08,"","Mežrozīšu iela 43: Sēlpils iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/257293891
210111-65,2022-03-16,50103807561,REIMATOLOGS,Veselības aprūpe / Sociālā aprūpe,2000.000,2000.000,Viena vesela slodze,"","",2022-05-08,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/257348424
210111-76,2022-03-16,50103807561,"GINEKOLOGS, DZEMDĪBU SPECIĀLISTS",Veselības aprūpe / Sociālā aprūpe,2000.000,2000.000,Viena vesela slodze,"","",2022-05-08,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/257351166
210212-22,2022-03-16,50103807561,ZOBU HIGIĒNISTS,Veselības aprūpe / Sociālā aprūpe,809.000,809.000,Viena vesela slodze,"","",2022-05-08,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/259228620
210212-19,2022-03-16,50103807561,OFTALMOLOGS,Veselības aprūpe / Sociālā aprūpe,2000.000,2000.000,Viena vesela slodze,"","",2022-05-08,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/259227281
210111-8,2022-03-16,50103807561,MĀSA (MEDICĪNAS MĀSA),Veselības aprūpe / Sociālā aprūpe,6.750,7.050,Viena vesela slodze,Summētais darba laiks,"",2022-05-08,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/257295328
210121-67,2022-03-16,50103807561,ĶIRURGS,Veselības aprūpe / Sociālā aprūpe,2000.000,2000.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-08,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/258127756
210917-3,2022-03-16,50103807561,VECMĀTE,Veselības aprūpe / Sociālā aprūpe,7.150,7.500,Viena vesela slodze,Maiņu darbs,"",2022-05-08,"","Imantas 8. līnija 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/304601950
210824-80,2022-03-16,50103807561,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,1500.000,1500.000,Viena vesela slodze,"","",2022-05-08,"","Imantas 8. līnija 1, korpuss 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/302913404
210824-76,2022-03-16,50103807561,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,1500.000,1500.000,Viena vesela slodze,"","",2022-05-08,"","Kaņiera iela 13, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/302912438
210111-70,2022-03-16,50103807561,NEIROLOGS,Veselības aprūpe / Sociālā aprūpe,2000.000,2000.000,Viena vesela slodze,"","",2022-05-08,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/257349513
210111-73,2022-03-16,50103807561,KARDIOLOGS,Veselības aprūpe / Sociālā aprūpe,2000.000,2000.000,Viena vesela slodze,"","",2022-05-08,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/257350585
210111-72,2022-03-16,50103807561,NEIROLOGS,Veselības aprūpe / Sociālā aprūpe,2000.000,2000.000,Viena vesela slodze,"","",2022-05-08,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/257350211
210111-67,2022-03-16,50103807561,OTOLARINGOLOGS,Veselības aprūpe / Sociālā aprūpe,2000.000,2000.000,Viena vesela slodze,"","",2022-05-08,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/257349146
210111-66,2021-11-29,50103807561,PSIHIATRS,Veselības aprūpe / Sociālā aprūpe,2000.000,2000.000,Viena vesela slodze,"","",2022-05-08,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/257348900
210111-1,2022-03-16,50103807561,ENDOKRINOLOGS,Veselības aprūpe / Sociālā aprūpe,2000.000,2000.000,Viena vesela slodze,"","",2022-05-08,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/257293190
210111-13,2022-03-16,50103807561,DIABĒTA APRŪPES MĀSA,Veselības aprūpe / Sociālā aprūpe,6.750,7.050,Viena vesela slodze,Summētais darba laiks,"",2022-05-08,"","Mežrozīšu iela 43, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/257296936
220406-149,2022-04-06,50103807561,FIZIOTERAPEITS,Veselības aprūpe / Sociālā aprūpe,2000.000,2000.000,Viena vesela slodze,"","",2022-05-10,"","Mežrozīšu iela 43, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319230884
210629-178,2022-03-16,50103807561,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,4.800,4.800,Viena vesela slodze,"","",2022-05-08,"","Mežrozīšu iela 43, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/298851201
210621-44,2022-03-16,50103807561,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,1500.000,1500.000,Viena vesela slodze,"","",2022-05-08,"","Sēlpils iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/298577079
210512-58,2022-04-29,50103807561,MĀSA (MEDICĪNAS MĀSA),Veselības aprūpe / Sociālā aprūpe,6.750,7.050,Viena vesela slodze,"","",2022-05-08,"","Kokles iela 12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/296192587
210111-9,2022-04-06,50103807561,FIZIKĀLĀS UN REHABILITĀCIJAS MEDICĪNAS MĀSA,Veselības aprūpe / Sociālā aprūpe,6.750,7.050,Viena vesela slodze,Summētais darba laiks,"",2022-05-08,"","Mežrozīšu iela 43, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/257295850
210621-52,2022-03-16,50103807561,AMBULATORĀS APRŪPES MĀSA,Veselības aprūpe / Sociālā aprūpe,6.750,7.050,Viena vesela slodze,"","",2022-05-08,"","Kaņiera iela 13, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/298582076
210217-92,2022-03-16,50103807561,MASIERIS (TREŠĀ LĪMEŅA KVALIFIKĀCIJA),Veselības aprūpe / Sociālā aprūpe,1000.000,1000.000,Viena vesela slodze,"","",2022-05-08,"","Kaņiera iela 13, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/259481331
210111-6,2022-04-06,50103807561,MASIERIS (TREŠĀ LĪMEŅA KVALIFIKĀCIJA),Veselības aprūpe / Sociālā aprūpe,1000.000,1000.000,Viena vesela slodze,"","",2022-05-08,"","Mežrozīšu iela 43, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/257294831
220316-286,2022-03-16,50103807561,PODOLOGS,Veselības aprūpe / Sociālā aprūpe,800.000,800.000,Viena vesela slodze,"","",2022-05-08,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/317842185
220428-5,2022-04-28,50103807561,ĀRSTNIECĪBAS IESTĀDES KLIENTU UN PACIENTU REĢISTRATORS,Veselības aprūpe / Sociālā aprūpe,4.550,4.550,Viena vesela slodze,"","",2022-05-26,"","Kaņiera iela 13, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320714437
220330-192,2022-03-30,50103807561,ĀRSTNIECĪBAS IESTĀDES KLIENTU UN PACIENTU REĢISTRATORS,Veselības aprūpe / Sociālā aprūpe,4.350,4.350,Viena vesela slodze,"","",2022-05-08,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/318725741
210111-63,2022-03-16,50103807561,ZOBĀRSTS,Veselības aprūpe / Sociālā aprūpe,2000.000,2000.000,Viena vesela slodze,"","",2022-05-08,"","Kaņiera iela 13, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/257346944
220316-279,2022-03-16,50103807561,OPTOMETRISTS,Veselības aprūpe / Sociālā aprūpe,1000.000,1000.000,Viena vesela slodze,"","",2022-05-08,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/317841407
220302-172,2022-03-02,90000013606,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,309.000,309.000,Nepilna slodze,Nepilnais darba laiks,12,2022-08-31,"","Kārļa Vatsona iela 11A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/316973136
220302-177,2022-03-02,90000013606,APKOPĒJS,Cita,500.000,500.000,Viena vesela slodze,Normālais darba laiks,40,2022-08-31,"","Kārļa Vatsona iela 11A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/316973368
220302-179,2022-03-02,90000013606,SKOLOTĀJS LOGOPĒDS,Izglītība / Zinātne,240.000,240.000,Nepilna slodze,Nepilnais darba laiks,12,2022-08-31,"","Kārļa Vatsona iela 11A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/316973487
220422-234,2022-04-22,90000013606,VADĪTĀJS /DIREKTORS /PĀRVALDNIEKS (IZGLĪTĪBAS JOMĀ),Izglītība / Zinātne,1593.000,1593.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-20,"","Graudu iela 59, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320340408
220422-238,2022-04-22,90000013606,VADĪTĀJS /DIREKTORS /PĀRVALDNIEKS (IZGLĪTĪBAS JOMĀ),Izglītība / Zinātne,1628.000,1628.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-20,"","Salaspils iela 14, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320341607
220422-239,2022-04-22,90000013606,VADĪTĀJS /DIREKTORS /PĀRVALDNIEKS (IZGLĪTĪBAS JOMĀ),Izglītība / Zinātne,1285.000,1285.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-20,"","Rūpniecības iela 21, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320342238
220422-243,2022-04-22,90000013606,VADĪTĀJS /DIREKTORS /PĀRVALDNIEKS (IZGLĪTĪBAS JOMĀ),Izglītība / Zinātne,1385.000,1385.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-20,"","Riekstu iela 14, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320342440
220422-249,2022-04-22,90000013606,VADĪTĀJS /DIREKTORS /PĀRVALDNIEKS (IZGLĪTĪBAS JOMĀ),Izglītība / Zinātne,1285.000,1285.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-20,"","Kārļa Vatsona iela 11A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320342680
220420-81,2022-04-20,90000013606,LIETVEDIS,Izglītība / Zinātne,344.000,344.000,"","","",2022-08-31,"","Kārļa Vatsona iela 11A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320085257
220328-28,2022-03-28,90000013606,AMBULATORĀS APRŪPES MĀSA,Izglītība / Zinātne,309.000,309.000,Nepilna slodze,Nepilnais darba laiks,12,2022-08-31,"","Kārļa Vatsona iela 11A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/318462992
220302-171,2022-03-02,90000013606,ASISTENTS (IZGLĪTĪBAS JOMĀ),Izglītība / Zinātne,500.000,500.000,Viena vesela slodze,Summētais darba laiks,40,2022-05-31,"","Kārļa Vatsona iela 11A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/316973071
220419-159,2022-04-19,48703000457,ELEKTRIĶIS,Pakalpojumi,634.000,634.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-16,"","Daugavas iela 43, Pļaviņas, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/319981695
220422-83,2022-04-22,90000437699,SĒTNIEKS,Pakalpojumi,750.000,750.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-30,"","Krišjāņa Valdemāra iela 161, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320296065
220419-143,2022-04-19,90000270634,JURISKONSULTS,Valsts pārvalde,860.000,1175.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-08,"","Pērses iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319975330
220419-145,2022-04-19,90000270634,JURISKONSULTS,Valsts pārvalde,860.000,1175.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-08,"","Pērses iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319975960
220429-41,2022-04-29,90000270634,ARHIVĀRS,Valsts pārvalde,530.000,660.000,Viena vesela slodze,"","",2022-05-08,"","Starta iela 4A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320875070
220429-128,2022-04-29,90000270634,PROJEKTA VADĪTĀJS,Valsts pārvalde,1100.000,1500.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-08,"","Pērses iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320912344
210721-75,2022-03-14,90000047369,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,825.000,825.000,Viena vesela slodze,Normālais darba laiks,30,2022-05-20,"","Skolas iela 19, Iecava, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/300764080
211115-98,2022-03-14,90000047369,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,880.000,880.000,Viena vesela slodze,Normālais darba laiks,30,2022-05-20,"","Skolas iela 19, Iecava, Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/309491023
220425-228,2022-04-25,90009115622,VADĪTĀJS /DIREKTORS /PĀRVALDNIEKS (IZGLĪTĪBAS JOMĀ),Vadība / Administrēšana,1209.000,1209.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-16,"","Brīvības iela 48, Balvi, Balvu novads, LV-4501",https://cvvp.nva.gov.lv/#/pub/vakances/320464377
220429-196,2022-05-03,90009115622,SAIMNIECĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS /PRIEKŠNIEKS,Cita,1209.000,1209.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-13,"","Bērzpils iela 1A, Balvi, Balvu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320936122
220426-61,2022-04-26,90000039361,LIETVEDIS,Izglītība / Zinātne,996.000,996.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-24,"","Ūdeļu iela 22, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320513908
220405-139,2022-04-05,90000039361,APKOPĒJS,Izglītība / Zinātne,500.000,500.000,Viena vesela slodze,Normālais darba laiks,40,2022-06-03,"","Ūdeļu iela 22, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/319104979
220429-70,2022-04-29,90000039361,PROJEKTA KOORDINATORS,Izglītība / Zinātne,1190.000,1190.000,Viena vesela slodze,Normālais darba laiks,40,2022-05-27,"","Ūdeļu iela 22, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/320888156
211101-177,2022-03-30,90000024455,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,960.000,960.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-20,"","Zinību iela 3, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/308334062
211101-180,2022-03-30,90000024455,SĀKUMIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,960.000,960.000,Nepilna slodze,Nepilnais darba laiks,"",2022-05-20,"","Zinību iela 3, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/308335703
211112-29,2022-03-30,90000024455,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,960.000,960.000,Viena vesela slodze,Normālais darba laiks,"",2022-05-20,"","Zinību iela 3, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/309288613
220426-71,2022-04-26,90000050975,IEKŠĒJAIS AUDITORS,Valsts pārvalde,1382.000,1382.000,Viena vesela slodze,"","",2022-05-13,"","Talsu iela 4, Tukums, Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320521529
220422-261,2022-04-22,90000050975,PAŠVALDĪBAS POLICIJAS INSPEKTORS,Valsts pārvalde,4.150,4.150,Viena vesela slodze,Maiņu darbs,"",2022-05-06,"","Talsu iela 4, Tukums, Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320344943
220419-210,2022-04-19,90000050975,BŪVINSPEKTORS,Valsts pārvalde,1650.000,1650.000,Viena vesela slodze,"","",2022-05-19,"","Jūras iela 85, Engure, Engures pag., Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/320001562
220503-304,2022-05-03,90000050975,SKOLAS DIREKTORS /PRIEKŠNIEKS,Izglītība / Zinātne,1110.000,1110.000,Viena vesela slodze,"","",2022-05-23,"","Prātnieki, Vāne, Vānes pag., Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/321198903
220411-144,2022-04-27,40003343729,BĒRNU PSIHIATRS,Veselības aprūpe / Sociālā aprūpe,2575.000,2575.000,Viena vesela slodze,Normālais darba laiks,40,2022-06-30,"","Jūrmalas iela 2, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/319554379
220411-141,2022-04-27,40003343729,PSIHIATRS,Veselības aprūpe / Sociālā aprūpe,2160.000,2265.000,Viena vesela slodze,Summētais darba laiks,40,2022-06-30,"","Jūrmalas iela 2, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/319553941
